date,veg_name,whole_price,retail_price,shoping_mall_price,unit
2024-05-25,Potato,33,38 - 42,40 - 54,1kg
2024-05-25,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-05-25,Amaranth Leaves,12,14 - 15,14 - 20,1kg
2024-05-25,Amla,70,81 - 89,84 - 116,1kg
2024-05-25,Ash gourd,21,24 - 27,25 - 35,1kg
2024-05-25,Baby Corn,55,63 - 70,66 - 91,1kg
2024-05-25,Banana Flower,17,20 - 22,20 - 28,1kg
2024-05-25,Capsicum,49,56 - 62,59 - 81,1kg
2024-05-25,Bitter Gourd,30,35 - 38,36 - 50,1kg
2024-05-25,Bottle Gourd,34,39 - 43,41 - 56,1kg
2024-05-25,Butter Beans,52,60 - 66,62 - 86,1kg
2024-05-25,Broad Beans,63,72 - 80,76 - 104,1kg
2024-05-25,Cabbage,31,36 - 39,37 - 51,1kg
2024-05-25,Carrot,42,48 - 53,50 - 69,1kg
2024-05-25,Cauliflower,24,28 - 30,29 - 40,1kg
2024-05-25,Cluster beans,40,46 - 51,48 - 66,1kg
2024-05-25,Coconut,38,44 - 48,46 - 63,1kg
2024-05-25,Colocasia Leaves,17,20 - 22,20 - 28,1kg
2024-05-25,Colocasia,25,29 - 32,30 - 41,1kg
2024-05-25,Coriander Leaves,7,8 - 9,8 - 12,1kg
2024-05-25,Corn,30,35 - 38,36 - 50,1kg
2024-05-25,Cucumber,28,32 - 36,34 - 46,1kg
2024-05-25,Curry Leaves,25,29 - 32,30 - 41,1kg
2024-05-25,Dill Leaves,11,13 - 14,13 - 18,1kg
2024-05-25,Drumsticks,40,46 - 51,48 - 66,1kg
2024-05-25,Brinjal,37,43 - 47,44 - 61,1kg
2024-05-25,Brinjal (Big),31,36 - 39,37 - 51,1kg
2024-05-25,Elephant Yam,40,46 - 51,48 - 66,1kg
2024-05-25,Fenugreek Leaves,12,14 - 15,14 - 20,1kg
2024-05-25,French Beans,177,204 - 225,212 - 292,1kg
2024-05-25,Garlic,275,316 - 349,330 - 454,1kg
2024-05-25,Ginger,122,140 - 155,146 - 201,1kg
2024-05-25,Onion Green,43,49 - 55,52 - 71,1kg
2024-05-25,Green Peas,50,58 - 64,60 - 83,1kg
2024-05-25,Ivy Gourd,30,35 - 38,36 - 50,1kg
2024-05-25,Lemon (Lime),104,120 - 132,125 - 172,1kg
2024-05-25,Mango Raw,28,32 - 36,34 - 46,1kg
2024-05-25,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-05-25,Mushroom,93,107 - 118,112 - 153,1kg
2024-05-25,Mustard Leaves,17,20 - 22,20 - 28,1kg
2024-05-25,Ladies Finger,44,51 - 56,53 - 73,1kg
2024-05-25,Pumpkin,22,25 - 28,26 - 36,1kg
2024-05-25,Radish,30,35 - 38,36 - 50,1kg
2024-05-25,Ridge Gourd,31,36 - 39,37 - 51,1kg
2024-05-25,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg
2024-05-25,Snake Gourd,39,45 - 50,47 - 64,1kg
2024-05-25,Sorrel Leaves,16,18 - 20,19 - 26,1kg
2024-05-25,Spinach,10,12 - 13,12 - 17,1kg
2024-05-25,Sweet Potato,38,44 - 48,46 - 63,1kg
2024-05-26,Onion Big,34,39 - 43,41 - 56,1kg
2024-05-26,Onion Small,36,41 - 46,43 - 59,1kg
2024-05-26,Tomato,26,30 - 33,31 - 43,1kg
2024-05-26,Green Chilli,63,72 - 80,76 - 104,1kg
2024-05-26,Beetroot,39,45 - 50,47 - 64,1kg
2024-05-26,Potato,36,41 - 46,43 - 59,1kg
2024-05-26,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-05-26,Amaranth Leaves,13,15 - 17,16 - 21,1kg
2024-05-26,Amla,70,81 - 89,84 - 116,1kg
2024-05-26,Ash gourd,22,25 - 28,26 - 36,1kg
2024-05-26,Baby Corn,59,68 - 75,71 - 97,1kg
2024-05-26,Banana Flower,19,22 - 24,23 - 31,1kg
2024-05-26,Capsicum,49,56 - 62,59 - 81,1kg
2024-05-26,Bitter Gourd,31,36 - 39,37 - 51,1kg
2024-05-26,Bottle Gourd,34,39 - 43,41 - 56,1kg
2024-05-26,Butter Beans,53,61 - 67,64 - 87,1kg
2024-05-26,Broad Beans,63,72 - 80,76 - 104,1kg
2024-05-26,Cabbage,33,38 - 42,40 - 54,1kg
2024-05-26,Carrot,41,47 - 52,49 - 68,1kg
2024-05-26,Cauliflower,28,32 - 36,34 - 46,1kg
2024-05-26,Cluster beans,41,47 - 52,49 - 68,1kg
2024-05-26,Coconut,33,38 - 42,40 - 54,1kg
2024-05-26,Colocasia Leaves,14,16 - 18,17 - 23,1kg
2024-05-26,Colocasia,25,29 - 32,30 - 41,1kg
2024-05-26,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-05-26,Corn,30,35 - 38,36 - 50,1kg
2024-05-26,Cucumber,27,31 - 34,32 - 45,1kg
2024-05-26,Curry Leaves,28,32 - 36,34 - 46,1kg
2024-05-26,Dill Leaves,10,12 - 13,12 - 17,1kg
2024-05-26,Drumsticks,30,35 - 38,36 - 50,1kg
2024-05-26,Brinjal,37,43 - 47,44 - 61,1kg
2024-05-26,Brinjal (Big),33,38 - 42,40 - 54,1kg
2024-05-26,Elephant Yam,39,45 - 50,47 - 64,1kg
2024-05-26,Fenugreek Leaves,12,14 - 15,14 - 20,1kg
2024-05-26,French Beans,182,209 - 231,218 - 300,1kg
2024-05-26,Garlic,254,292 - 323,305 - 419,1kg
2024-05-26,Ginger,132,152 - 168,158 - 218,1kg
2024-05-26,Onion Green,45,52 - 57,54 - 74,1kg
2024-05-26,Green Peas,45,52 - 57,54 - 74,1kg
2024-05-26,Ivy Gourd,31,36 - 39,37 - 51,1kg
2024-05-26,Lemon (Lime),98,113 - 124,118 - 162,1kg
2024-05-26,Mango Raw,28,32 - 36,34 - 46,1kg
2024-05-26,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-05-26,Mushroom,82,94 - 104,98 - 135,1kg
2024-05-26,Mustard Leaves,16,18 - 20,19 - 26,1kg
2024-05-26,Ladies Finger,41,47 - 52,49 - 68,1kg
2024-05-26,Pumpkin,21,24 - 27,25 - 35,1kg
2024-05-26,Radish,32,37 - 41,38 - 53,1kg
2024-05-26,Ridge Gourd,35,40 - 44,42 - 58,1kg
2024-05-26,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg
2024-05-26,Snake Gourd,35,40 - 44,42 - 58,1kg
2024-05-26,Sorrel Leaves,12,14 - 15,14 - 20,1kg
2024-05-26,Spinach,16,18 - 20,19 - 26,1kg
2024-05-26,Sweet Potato,37,43 - 47,44 - 61,1kg
2024-05-27,Onion Big,31,36 - 39,37 - 51,1kg
2024-05-27,Onion Small,36,41 - 46,43 - 59,1kg
2024-05-27,Tomato,25,29 - 32,30 - 41,1kg
2024-05-27,Green Chilli,69,79 - 88,83 - 114,1kg
2024-05-27,Beetroot,37,43 - 47,44 - 61,1kg
2024-05-27,Potato,35,40 - 44,42 - 58,1kg
2024-05-27,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-05-27,Amaranth Leaves,14,16 - 18,17 - 23,1kg
2024-05-27,Amla,60,69 - 76,72 - 99,1kg
2024-05-27,Ash gourd,24,28 - 30,29 - 40,1kg
2024-05-27,Baby Corn,59,68 - 75,71 - 97,1kg
2024-05-27,Banana Flower,17,20 - 22,20 - 28,1kg
2024-05-27,Capsicum,41,47 - 52,49 - 68,1kg
2024-05-27,Bitter Gourd,32,37 - 41,38 - 53,1kg
2024-05-27,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-05-27,Butter Beans,47,54 - 60,56 - 78,1kg
2024-05-27,Broad Beans,62,71 - 79,74 - 102,1kg
2024-05-27,Cabbage,29,33 - 37,35 - 48,1kg
2024-05-27,Carrot,43,49 - 55,52 - 71,1kg
2024-05-27,Cauliflower,27,31 - 34,32 - 45,1kg
2024-05-27,Cluster beans,41,47 - 52,49 - 68,1kg
2024-05-27,Coconut,33,38 - 42,40 - 54,1kg
2024-05-27,Colocasia Leaves,15,17 - 19,18 - 25,1kg
2024-05-27,Colocasia,26,30 - 33,31 - 43,1kg
2024-05-27,Coriander Leaves,7,8 - 9,8 - 12,1kg
2024-05-27,Corn,32,37 - 41,38 - 53,1kg
2024-05-27,Cucumber,24,28 - 30,29 - 40,1kg
2024-05-27,Curry Leaves,30,35 - 38,36 - 50,1kg
2024-05-27,Dill Leaves,13,15 - 17,16 - 21,1kg
2024-05-27,Drumsticks,30,35 - 38,36 - 50,1kg
2024-05-27,Brinjal,34,39 - 43,41 - 56,1kg
2024-05-27,Brinjal (Big),32,37 - 41,38 - 53,1kg
2024-05-27,Elephant Yam,38,44 - 48,46 - 63,1kg
2024-05-27,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-05-27,French Beans,176,202 - 224,211 - 290,1kg
2024-05-27,Garlic,268,308 - 340,322 - 442,1kg
2024-05-27,Ginger,125,144 - 159,150 - 206,1kg
2024-05-27,Onion Green,40,46 - 51,48 - 66,1kg
2024-05-27,Green Peas,46,53 - 58,55 - 76,1kg
2024-05-27,Ivy Gourd,28,32 - 36,34 - 46,1kg
2024-05-27,Lemon (Lime),102,117 - 130,122 - 168,1kg
2024-05-27,Mango Raw,28,32 - 36,34 - 46,1kg
2024-05-27,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-05-27,Mushroom,75,86 - 95,90 - 124,1kg
2024-05-27,Mustard Leaves,17,20 - 22,20 - 28,1kg
2024-05-27,Ladies Finger,44,51 - 56,53 - 73,1kg
2024-05-27,Pumpkin,17,20 - 22,20 - 28,1kg
2024-05-27,Radish,32,37 - 41,38 - 53,1kg
2024-05-27,Ridge Gourd,34,39 - 43,41 - 56,1kg
2024-05-27,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg
2024-05-27,Snake Gourd,39,45 - 50,47 - 64,1kg
2024-05-27,Sorrel Leaves,16,18 - 20,19 - 26,1kg
2024-05-27,Spinach,13,15 - 17,16 - 21,1kg
2024-05-27,Sweet Potato,36,41 - 46,43 - 59,1kg
2024-05-28,Onion Big,31,36 - 39,37 - 51,1kg
2024-05-28,Onion Small,36,41 - 46,43 - 59,1kg
2024-05-28,Tomato,25,29 - 32,30 - 41,1kg
2024-05-28,Green Chilli,69,79 - 88,83 - 114,1kg
2024-05-28,Beetroot,37,43 - 47,44 - 61,1kg
2024-05-28,Potato,35,40 - 44,42 - 58,1kg
2024-05-28,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-05-28,Amaranth Leaves,14,16 - 18,17 - 23,1kg
2024-05-28,Amla,60,69 - 76,72 - 99,1kg
2024-05-28,Ash gourd,24,28 - 30,29 - 40,1kg
2024-05-28,Baby Corn,59,68 - 75,71 - 97,1kg
2024-05-28,Banana Flower,17,20 - 22,20 - 28,1kg
2024-05-28,Capsicum,41,47 - 52,49 - 68,1kg
2024-05-28,Bitter Gourd,32,37 - 41,38 - 53,1kg
2024-05-28,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-05-28,Butter Beans,47,54 - 60,56 - 78,1kg
2024-05-28,Broad Beans,62,71 - 79,74 - 102,1kg
2024-05-28,Cabbage,29,33 - 37,35 - 48,1kg
2024-05-28,Carrot,43,49 - 55,52 - 71,1kg
2024-05-28,Cauliflower,27,31 - 34,32 - 45,1kg
2024-05-28,Cluster beans,41,47 - 52,49 - 68,1kg
2024-05-28,Coconut,33,38 - 42,40 - 54,1kg
2024-05-28,Colocasia Leaves,15,17 - 19,18 - 25,1kg
2024-05-28,Colocasia,26,30 - 33,31 - 43,1kg
2024-05-28,Coriander Leaves,7,8 - 9,8 - 12,1kg
2024-05-28,Corn,32,37 - 41,38 - 53,1kg
2024-05-28,Cucumber,24,28 - 30,29 - 40,1kg
2024-05-28,Curry Leaves,30,35 - 38,36 - 50,1kg
2024-05-28,Dill Leaves,13,15 - 17,16 - 21,1kg
2024-05-28,Drumsticks,30,35 - 38,36 - 50,1kg
2024-05-28,Brinjal,34,39 - 43,41 - 56,1kg
2024-05-28,Brinjal (Big),32,37 - 41,38 - 53,1kg
2024-05-28,Elephant Yam,38,44 - 48,46 - 63,1kg
2024-05-28,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-05-28,French Beans,176,202 - 224,211 - 290,1kg
2024-05-28,Garlic,268,308 - 340,322 - 442,1kg
2024-05-28,Ginger,125,144 - 159,150 - 206,1kg
2024-05-28,Onion Green,40,46 - 51,48 - 66,1kg
2024-05-28,Green Peas,46,53 - 58,55 - 76,1kg
2024-05-28,Ivy Gourd,28,32 - 36,34 - 46,1kg
2024-05-28,Lemon (Lime),102,117 - 130,122 - 168,1kg
2024-05-28,Mango Raw,28,32 - 36,34 - 46,1kg
2024-05-28,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-05-28,Mushroom,75,86 - 95,90 - 124,1kg
2024-05-28,Mustard Leaves,17,20 - 22,20 - 28,1kg
2024-05-28,Ladies Finger,44,51 - 56,53 - 73,1kg
2024-05-28,Pumpkin,17,20 - 22,20 - 28,1kg
2024-05-28,Radish,32,37 - 41,38 - 53,1kg
2024-05-28,Ridge Gourd,34,39 - 43,41 - 56,1kg
2024-05-28,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg
2024-05-28,Snake Gourd,39,45 - 50,47 - 64,1kg
2024-05-28,Sorrel Leaves,16,18 - 20,19 - 26,1kg
2024-05-28,Spinach,13,15 - 17,16 - 21,1kg
2024-05-28,Sweet Potato,36,41 - 46,43 - 59,1kg
2024-05-29,Onion Big,31,36 - 39,37 - 51,1kg
2024-05-29,Onion Small,33,38 - 42,40 - 54,1kg
2024-05-29,Tomato,27,31 - 34,32 - 45,1kg
2024-05-29,Green Chilli,62,71 - 79,74 - 102,1kg
2024-05-29,Beetroot,36,41 - 46,43 - 59,1kg
2024-05-29,Potato,35,40 - 44,42 - 58,1kg
2024-05-29,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-05-29,Amaranth Leaves,15,17 - 19,18 - 25,1kg
2024-05-29,Amla,60,69 - 76,72 - 99,1kg
2024-05-29,Ash gourd,19,22 - 24,23 - 31,1kg
2024-05-29,Baby Corn,54,62 - 69,65 - 89,1kg
2024-05-29,Banana Flower,18,21 - 23,22 - 30,1kg
2024-05-29,Capsicum,50,58 - 64,60 - 83,1kg
2024-05-29,Bitter Gourd,35,40 - 44,42 - 58,1kg
2024-05-29,Bottle Gourd,32,37 - 41,38 - 53,1kg
2024-05-29,Butter Beans,53,61 - 67,64 - 87,1kg
2024-05-29,Broad Beans,72,83 - 91,86 - 119,1kg
2024-05-29,Cabbage,30,35 - 38,36 - 50,1kg
2024-05-29,Carrot,40,46 - 51,48 - 66,1kg
2024-05-29,Cauliflower,28,32 - 36,34 - 46,1kg
2024-05-29,Cluster beans,41,47 - 52,49 - 68,1kg
2024-05-29,Coconut,38,44 - 48,46 - 63,1kg
2024-05-29,Colocasia Leaves,14,16 - 18,17 - 23,1kg
2024-05-29,Colocasia,29,33 - 37,35 - 48,1kg
2024-05-29,Coriander Leaves,7,8 - 9,8 - 12,1kg
2024-05-29,Corn,34,39 - 43,41 - 56,1kg
2024-05-29,Cucumber,25,29 - 32,30 - 41,1kg
2024-05-29,Curry Leaves,29,33 - 37,35 - 48,1kg
2024-05-29,Dill Leaves,13,15 - 17,16 - 21,1kg
2024-05-29,Drumsticks,40,46 - 51,48 - 66,1kg
2024-05-29,Brinjal,35,40 - 44,42 - 58,1kg
2024-05-29,Brinjal (Big),31,36 - 39,37 - 51,1kg
2024-05-29,Elephant Yam,34,39 - 43,41 - 56,1kg
2024-05-29,Fenugreek Leaves,12,14 - 15,14 - 20,1kg
2024-05-29,French Beans,179,206 - 227,215 - 295,1kg
2024-05-29,Garlic,271,312 - 344,325 - 447,1kg
2024-05-29,Ginger,137,158 - 174,164 - 226,1kg
2024-05-29,Onion Green,45,52 - 57,54 - 74,1kg
2024-05-29,Green Peas,42,48 - 53,50 - 69,1kg
2024-05-29,Ivy Gourd,26,30 - 33,31 - 43,1kg
2024-05-29,Lemon (Lime),103,118 - 131,124 - 170,1kg
2024-05-29,Mango Raw,26,30 - 33,31 - 43,1kg
2024-05-29,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-05-29,Mushroom,91,105 - 116,109 - 150,1kg
2024-05-29,Mustard Leaves,12,14 - 15,14 - 20,1kg
2024-05-29,Ladies Finger,48,55 - 61,58 - 79,1kg
2024-05-29,Pumpkin,17,20 - 22,20 - 28,1kg
2024-05-29,Radish,32,37 - 41,38 - 53,1kg
2024-05-29,Ridge Gourd,30,35 - 38,36 - 50,1kg
2024-05-29,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg
2024-05-29,Snake Gourd,33,38 - 42,40 - 54,1kg
2024-05-29,Sorrel Leaves,16,18 - 20,19 - 26,1kg
2024-05-29,Spinach,14,16 - 18,17 - 23,1kg
2024-05-29,Sweet Potato,36,41 - 46,43 - 59,1kg
2024-05-30,Onion Big,31,36 - 39,37 - 51,1kg
2024-05-30,Onion Small,33,38 - 42,40 - 54,1kg
2024-05-30,Tomato,27,31 - 34,32 - 45,1kg
2024-05-30,Green Chilli,62,71 - 79,74 - 102,1kg
2024-05-30,Beetroot,36,41 - 46,43 - 59,1kg
2024-05-30,Potato,35,40 - 44,42 - 58,1kg
2024-05-30,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-05-30,Amaranth Leaves,15,17 - 19,18 - 25,1kg
2024-05-30,Amla,60,69 - 76,72 - 99,1kg
2024-05-30,Ash gourd,19,22 - 24,23 - 31,1kg
2024-05-30,Baby Corn,54,62 - 69,65 - 89,1kg
2024-05-30,Banana Flower,18,21 - 23,22 - 30,1kg
2024-05-30,Capsicum,50,58 - 64,60 - 83,1kg
2024-05-30,Bitter Gourd,35,40 - 44,42 - 58,1kg
2024-05-30,Bottle Gourd,32,37 - 41,38 - 53,1kg
2024-05-30,Butter Beans,53,61 - 67,64 - 87,1kg
2024-05-30,Broad Beans,72,83 - 91,86 - 119,1kg
2024-05-30,Cabbage,30,35 - 38,36 - 50,1kg
2024-05-30,Carrot,40,46 - 51,48 - 66,1kg
2024-05-30,Cauliflower,28,32 - 36,34 - 46,1kg
2024-05-30,Cluster beans,41,47 - 52,49 - 68,1kg
2024-05-30,Coconut,38,44 - 48,46 - 63,1kg
2024-05-30,Colocasia Leaves,14,16 - 18,17 - 23,1kg
2024-05-30,Colocasia,29,33 - 37,35 - 48,1kg
2024-05-30,Coriander Leaves,7,8 - 9,8 - 12,1kg
2024-05-30,Corn,34,39 - 43,41 - 56,1kg
2024-05-30,Cucumber,25,29 - 32,30 - 41,1kg
2024-05-30,Curry Leaves,29,33 - 37,35 - 48,1kg
2024-05-30,Dill Leaves,13,15 - 17,16 - 21,1kg
2024-05-30,Drumsticks,40,46 - 51,48 - 66,1kg
2024-05-30,Brinjal,35,40 - 44,42 - 58,1kg
2024-05-30,Brinjal (Big),31,36 - 39,37 - 51,1kg
2024-05-30,Elephant Yam,34,39 - 43,41 - 56,1kg
2024-05-30,Fenugreek Leaves,12,14 - 15,14 - 20,1kg
2024-05-30,French Beans,179,206 - 227,215 - 295,1kg
2024-05-30,Garlic,271,312 - 344,325 - 447,1kg
2024-05-30,Ginger,137,158 - 174,164 - 226,1kg
2024-05-30,Onion Green,45,52 - 57,54 - 74,1kg
2024-05-30,Green Peas,42,48 - 53,50 - 69,1kg
2024-05-30,Ivy Gourd,26,30 - 33,31 - 43,1kg
2024-05-30,Lemon (Lime),103,118 - 131,124 - 170,1kg
2024-05-30,Mango Raw,26,30 - 33,31 - 43,1kg
2024-05-30,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-05-30,Mushroom,91,105 - 116,109 - 150,1kg
2024-05-30,Mustard Leaves,12,14 - 15,14 - 20,1kg
2024-05-30,Ladies Finger,48,55 - 61,58 - 79,1kg
2024-05-30,Pumpkin,17,20 - 22,20 - 28,1kg
2024-05-30,Radish,32,37 - 41,38 - 53,1kg
2024-05-30,Ridge Gourd,30,35 - 38,36 - 50,1kg
2024-05-30,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg
2024-05-30,Snake Gourd,33,38 - 42,40 - 54,1kg
2024-05-30,Sorrel Leaves,16,18 - 20,19 - 26,1kg
2024-05-30,Spinach,14,16 - 18,17 - 23,1kg
2024-05-30,Sweet Potato,36,41 - 46,43 - 59,1kg
2024-05-31,Onion Big,31,36 - 39,37 - 51,1kg
2024-05-31,Onion Small,33,38 - 42,40 - 54,1kg
2024-05-31,Tomato,27,31 - 34,32 - 45,1kg
2024-05-31,Green Chilli,62,71 - 79,74 - 102,1kg
2024-05-31,Beetroot,36,41 - 46,43 - 59,1kg
2024-05-31,Potato,35,40 - 44,42 - 58,1kg
2024-05-31,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-05-31,Amaranth Leaves,15,17 - 19,18 - 25,1kg
2024-05-31,Amla,60,69 - 76,72 - 99,1kg
2024-05-31,Ash gourd,19,22 - 24,23 - 31,1kg
2024-05-31,Baby Corn,54,62 - 69,65 - 89,1kg
2024-05-31,Banana Flower,18,21 - 23,22 - 30,1kg
2024-05-31,Capsicum,50,58 - 64,60 - 83,1kg
2024-05-31,Bitter Gourd,35,40 - 44,42 - 58,1kg
2024-05-31,Bottle Gourd,32,37 - 41,38 - 53,1kg
2024-05-31,Butter Beans,53,61 - 67,64 - 87,1kg
2024-05-31,Broad Beans,72,83 - 91,86 - 119,1kg
2024-05-31,Cabbage,30,35 - 38,36 - 50,1kg
2024-05-31,Carrot,40,46 - 51,48 - 66,1kg
2024-05-31,Cauliflower,28,32 - 36,34 - 46,1kg
2024-05-31,Cluster beans,41,47 - 52,49 - 68,1kg
2024-05-31,Coconut,38,44 - 48,46 - 63,1kg
2024-05-31,Colocasia Leaves,14,16 - 18,17 - 23,1kg
2024-05-31,Colocasia,29,33 - 37,35 - 48,1kg
2024-05-31,Coriander Leaves,7,8 - 9,8 - 12,1kg
2024-05-31,Corn,34,39 - 43,41 - 56,1kg
2024-05-31,Cucumber,25,29 - 32,30 - 41,1kg
2024-05-31,Curry Leaves,29,33 - 37,35 - 48,1kg
2024-05-31,Dill Leaves,13,15 - 17,16 - 21,1kg
2024-05-31,Drumsticks,40,46 - 51,48 - 66,1kg
2024-05-31,Brinjal,35,40 - 44,42 - 58,1kg
2024-05-31,Brinjal (Big),31,36 - 39,37 - 51,1kg
2024-05-31,Elephant Yam,34,39 - 43,41 - 56,1kg
2024-05-31,Fenugreek Leaves,12,14 - 15,14 - 20,1kg
2024-05-31,French Beans,179,206 - 227,215 - 295,1kg
2024-05-31,Garlic,271,312 - 344,325 - 447,1kg
2024-05-31,Ginger,137,158 - 174,164 - 226,1kg
2024-05-31,Onion Green,45,52 - 57,54 - 74,1kg
2024-05-31,Green Peas,42,48 - 53,50 - 69,1kg
2024-05-31,Ivy Gourd,26,30 - 33,31 - 43,1kg
2024-05-31,Lemon (Lime),103,118 - 131,124 - 170,1kg
2024-05-31,Mango Raw,26,30 - 33,31 - 43,1kg
2024-05-31,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-05-31,Mushroom,91,105 - 116,109 - 150,1kg
2024-05-31,Mustard Leaves,12,14 - 15,14 - 20,1kg
2024-05-31,Ladies Finger,48,55 - 61,58 - 79,1kg
2024-05-31,Pumpkin,17,20 - 22,20 - 28,1kg
2024-05-31,Radish,32,37 - 41,38 - 53,1kg
2024-05-31,Ridge Gourd,30,35 - 38,36 - 50,1kg
2024-05-31,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg
2024-05-31,Snake Gourd,33,38 - 42,40 - 54,1kg
2024-05-31,Sorrel Leaves,16,18 - 20,19 - 26,1kg
2024-05-31,Spinach,14,16 - 18,17 - 23,1kg
2024-05-31,Sweet Potato,36,41 - 46,43 - 59,1kg
2024-06-01,Onion Big,32,37 - 41,38 - 53,1kg
2024-06-01,Onion Small,36,41 - 46,43 - 59,1kg
2024-06-01,Tomato,24,28 - 30,29 - 40,1kg
2024-06-01,Green Chilli,85,98 - 108,102 - 140,1kg
2024-06-01,Beetroot,38,44 - 48,46 - 63,1kg
2024-06-01,Potato,34,39 - 43,41 - 56,1kg
2024-06-01,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-06-01,Amaranth Leaves,10,12 - 13,12 - 17,1kg
2024-06-01,Amla,60,69 - 76,72 - 99,1kg
2024-06-01,Ash gourd,16,18 - 20,19 - 26,1kg
2024-06-01,Baby Corn,61,70 - 77,73 - 101,1kg
2024-06-01,Banana Flower,14,16 - 18,17 - 23,1kg
2024-06-01,Capsicum,46,53 - 58,55 - 76,1kg
2024-06-01,Bitter Gourd,30,35 - 38,36 - 50,1kg
2024-06-01,Bottle Gourd,30,35 - 38,36 - 50,1kg
2024-06-01,Butter Beans,49,56 - 62,59 - 81,1kg
2024-06-01,Broad Beans,66,76 - 84,79 - 109,1kg
2024-06-01,Cabbage,31,36 - 39,37 - 51,1kg
2024-06-01,Carrot,43,49 - 55,52 - 71,1kg
2024-06-01,Cauliflower,26,30 - 33,31 - 43,1kg
2024-06-01,Cluster beans,42,48 - 53,50 - 69,1kg
2024-06-01,Coconut,37,43 - 47,44 - 61,1kg
2024-06-01,Colocasia Leaves,15,17 - 19,18 - 25,1kg
2024-06-01,Colocasia,26,30 - 33,31 - 43,1kg
2024-06-01,Coriander Leaves,9,10 - 11,11 - 15,1kg
2024-06-01,Corn,31,36 - 39,37 - 51,1kg
2024-06-01,Cucumber,25,29 - 32,30 - 41,1kg
2024-06-01,Curry Leaves,26,30 - 33,31 - 43,1kg
2024-06-01,Dill Leaves,15,17 - 19,18 - 25,1kg
2024-06-01,Drumsticks,40,46 - 51,48 - 66,1kg
2024-06-01,Brinjal,32,37 - 41,38 - 53,1kg
2024-06-01,Brinjal (Big),32,37 - 41,38 - 53,1kg
2024-06-01,Elephant Yam,34,39 - 43,41 - 56,1kg
2024-06-01,Fenugreek Leaves,10,12 - 13,12 - 17,1kg
2024-06-01,French Beans,168,193 - 213,202 - 277,1kg
2024-06-01,Garlic,278,320 - 353,334 - 459,1kg
2024-06-01,Ginger,140,161 - 178,168 - 231,1kg
2024-06-01,Onion Green,45,52 - 57,54 - 74,1kg
2024-06-01,Green Peas,47,54 - 60,56 - 78,1kg
2024-06-01,Ivy Gourd,32,37 - 41,38 - 53,1kg
2024-06-01,Lemon (Lime),92,106 - 117,110 - 152,1kg
2024-06-01,Mango Raw,29,33 - 37,35 - 48,1kg
2024-06-01,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-06-01,Mushroom,85,98 - 108,102 - 140,1kg
2024-06-01,Mustard Leaves,12,14 - 15,14 - 20,1kg
2024-06-01,Ladies Finger,45,52 - 57,54 - 74,1kg
2024-06-01,Pumpkin,21,24 - 27,25 - 35,1kg
2024-06-01,Radish,36,41 - 46,43 - 59,1kg
2024-06-01,Ridge Gourd,34,39 - 43,41 - 56,1kg
2024-06-01,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg
2024-06-01,Snake Gourd,33,38 - 42,40 - 54,1kg
2024-06-01,Sorrel Leaves,13,15 - 17,16 - 21,1kg
2024-06-01,Spinach,13,15 - 17,16 - 21,1kg
2024-06-01,Sweet Potato,38,44 - 48,46 - 63,1kg
2024-06-02,Onion Big,32,37 - 41,38 - 53,1kg
2024-06-02,Onion Small,36,41 - 46,43 - 59,1kg
2024-06-02,Tomato,24,28 - 30,29 - 40,1kg
2024-06-02,Green Chilli,85,98 - 108,102 - 140,1kg
2024-06-02,Beetroot,38,44 - 48,46 - 63,1kg
2024-06-02,Potato,34,39 - 43,41 - 56,1kg
2024-06-02,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
